TimeStamp,Detector,Bit received,Bit index(/1250),Bit index(%ile) (1250),Index of predicted bit,Bit predicted 700 first bit 0 (1250),Bit predicted 700 first bit 1 (1250),Bit index(/2500),Bit index(%ile) (2500),Bit predicted 700 first bit 0 (2500),Bit predicted 700 first bit 1 (2500)
48787,2,1,39,37,39,0,1,19,1287,0,
30064,3,0,24,64,24,1,0,12,64,0,
70051,2,1,56,51,56,1,0,28,51,0,
76733,3,0,61,483,62,1,0,30,1733,1,
38762,3,0,31,12,31,0,1,15,1262,0,
36733,2,1,29,483,30,1,0,14,1733,1,
45522,2,1,36,522,37,0,1,18,522,1,
48444,3,0,38,944,39,0,1,19,944,1,
77893,3,0,62,393,63,0,1,31,393,1,
4598,2,1,3,848,4,1,0,1,2098,1,
31553,2,1,25,303,26,1,0,12,1553,1,
6921,3,0,5,671,6,1,0,2,1921,1,
39416,3,0,31,666,32,1,0,15,1916,1,
58242,3,0,46,742,47,0,1,23,742,1,
91386,3,0,73,136,74,1,0,36,1386,1,
14509,2,1,11,759,12,1,0,5,2009,1,
69360,3,0,55,610,56,1,0,27,1860,1,
29293,2,1,23,543,24,1,0,11,1793,1,
48947,2,1,39,197,40,1,0,19,1447,1,
81387,3,0,65,137,66,1,0,32,1387,1,
78407,2,1,62,907,63,0,1,31,907,1,
16552,3,0,13,302,14,1,0,6,1552,1,
4487,2,1,3,737,4,1,0,1,1987,1,
34736,3,0,27,986,28,1,0,13,2236,1,
69174,3,0,55,424,56,1,0,27,1674,1,
4666,2,1,3,916,4,1,0,1,2166,1,
67595,2,1,54,95,54,1,0,27,95,0,
34255,2,1,27,505,28,1,0,13,1755,1,
66698,3,0,53,448,54,1,0,26,1698,1,
72674,2,1,58,174,59,0,1,29,174,1,
2309,2,1,1,1059,2,1,0,0,2309,1,
34839,3,0,27,1089,28,1,0,13,2339,1,
26353,3,0,21,103,22,1,0,10,1353,1,
82426,3,0,65,1176,67,0,1,32,2426,0,
59532,3,0,47,782,48,1,0,23,2032,1,
64067,2,1,51,317,52,1,0,25,1567,1,
29191,3,0,23,441,24,1,0,11,1691,1,
30720,2,1,24,720,25,0,1,12,720,1,
50489,2,1,40,489,41,0,1,20,489,1,
39147,2,1,31,397,32,1,0,15,1647,1,
90441,3,0,72,441,73,0,1,36,441,1,
62850,2,1,50,350,51,0,1,25,350,1,
26388,3,0,21,138,22,1,0,10,1388,1,
70313,2,1,56,313,57,0,1,28,313,1,
51570,2,1,41,320,42,1,0,20,1570,1,
30233,3,0,24,233,25,0,1,12,233,1,
26212,2,1,20,1212,22,1,0,10,1212,0,
81590,3,0,65,340,66,1,0,32,1590,1,
46051,3,0,36,1051,37,0,1,18,1051,1,
88305,2,1,70,805,71,0,1,35,805,1,
64195,3,0,51,445,52,1,0,25,1695,1,
83065,3,0,66,565,67,0,1,33,565,1,
91151,3,0,72,1151,74,1,0,36,1151,0,
23474,2,1,18,974,19,0,1,9,974,1,
36880,2,1,29,630,30,1,0,14,1880,1,
38076,2,1,30,576,31,0,1,15,576,1,
77746,2,1,62,246,63,0,1,31,246,1,
74028,3,0,59,278,60,1,0,29,1528,1,
40558,2,1,32,558,33,0,1,16,558,1,
51139,3,0,40,1139,42,1,0,20,1139,0,
64778,2,1,51,1028,52,1,0,25,2278,1,
88608,3,0,70,1108,72,1,0,35,1108,0,
38452,3,0,30,952,31,0,1,15,952,1,
59392,3,0,47,642,48,1,0,23,1892,1,
39492,3,0,31,742,32,1,0,15,1992,1,
16698,3,0,13,448,14,1,0,6,1698,1,
87909,3,0,70,409,71,0,1,35,409,1,
29359,2,1,23,609,24,1,0,11,1859,1,
61308,2,1,49,58,49,0,1,24,1308,0,
13697,2,1,10,1197,12,1,0,5,1197,0,
90898,2,1,72,898,73,0,1,36,898,1,
87778,3,0,70,278,71,0,1,35,278,1,
84202,2,1,67,452,68,1,0,33,1702,1,
61563,3,0,49,313,50,1,0,24,1563,1,
98184,2,1,78,684,79,0,1,39,684,1,
4891,3,0,3,1141,5,0,1,1,2391,0,
40858,3,0,32,858,33,0,1,16,858,1,
30760,2,1,24,760,25,0,1,12,760,1,
6038,2,1,4,1038,5,0,1,2,1038,1,
28076,2,1,22,576,23,0,1,11,576,1,
47701,2,1,38,201,39,0,1,19,201,1,
47233,3,0,37,983,38,1,0,18,2233,1,
4710,2,1,3,960,4,1,0,1,2210,1,
55407,2,1,44,407,45,0,1,22,407,1,
83238,2,1,66,738,67,0,1,33,738,1,
46873,3,0,37,623,38,1,0,18,1873,1,
41690,2,1,33,440,34,1,0,16,1690,1,
44403,3,0,35,653,36,1,0,17,1903,1,
40323,2,1,32,323,33,0,1,16,323,1,
32179,3,0,25,929,26,1,0,12,2179,1,
60579,3,0,48,579,49,0,1,24,579,1,
95762,2,1,76,762,77,0,1,38,762,1,
64317,2,1,51,567,52,1,0,25,1817,1,
33518,3,0,26,1018,27,0,1,13,1018,1,
27568,3,0,22,68,22,1,0,11,68,0,
13978,3,0,11,228,12,1,0,5,1478,1,
63588,2,1,50,1088,51,0,1,25,1088,1,
54357,3,0,43,607,44,1,0,21,1857,1,
87190,2,1,69,940,70,1,0,34,2190,1,
12660,3,0,10,160,11,0,1,5,160,1,
67615,2,1,54,115,55,0,1,27,115,1,
19164,3,0,15,414,16,1,0,7,1664,1,
28428,2,1,22,928,23,0,1,11,928,1,
73995,2,1,59,245,60,1,0,29,1495,1,
33888,3,0,27,138,28,1,0,13,1388,1,
61781,3,0,49,531,50,1,0,24,1781,1,
52620,3,0,42,120,43,0,1,21,120,1,
56659,3,0,45,409,46,1,0,22,1659,1,
4866,2,1,3,1116,5,0,1,1,2366,0,
53104,3,0,42,604,43,0,1,21,604,1,
14889,3,0,11,1139,13,0,1,5,2389,0,
98104,2,1,78,604,79,0,1,39,604,1,
60433,3,0,48,433,49,0,1,24,433,1,
46240,3,0,36,1240,38,1,0,18,1240,0,
10761,2,1,8,761,9,0,1,4,761,1,
58209,3,0,46,709,47,0,1,23,709,1,
65148,2,1,52,148,53,0,1,26,148,1,
90756,2,1,72,756,73,0,1,36,756,1,
42814,2,1,34,314,35,0,1,17,314,1,
73567,2,1,58,1067,59,0,1,29,1067,1,
33267,2,1,26,767,27,0,1,13,767,1,
9132,3,0,7,382,8,1,0,3,1632,1,
90785,2,1,72,785,73,0,1,36,785,1,
94520,2,1,75,770,76,1,0,37,2020,1,
68620,2,1,54,1120,56,1,0,27,1120,0,
60781,3,0,48,781,49,0,1,24,781,1,
41503,2,1,33,253,34,1,0,16,1503,1,
22051,2,1,17,801,18,1,0,8,2051,1,
76360,3,0,61,110,62,1,0,30,1360,1,
14377,2,1,11,627,12,1,0,5,1877,1,
35775,2,1,28,775,29,0,1,14,775,1,
28851,2,1,23,101,24,1,0,11,1351,1,
63779,2,1,51,29,51,0,1,25,1279,0,
62900,3,0,50,400,51,0,1,25,400,1,
83359,2,1,66,859,67,0,1,33,859,1,
27169,2,1,21,919,22,1,0,10,2169,1,
46040,3,0,36,1040,37,0,1,18,1040,1,
94062,3,0,75,312,76,1,0,37,1562,1,
70281,3,0,56,281,57,0,1,28,281,1,
50057,3,0,40,57,40,1,0,20,57,0,
54335,3,0,43,585,44,1,0,21,1835,1,
38989,2,1,31,239,32,1,0,15,1489,1,
46529,2,1,37,279,38,1,0,18,1529,1,
25614,2,1,20,614,21,0,1,10,614,1,
96850,2,1,77,600,78,1,0,38,1850,1,
12797,3,0,10,297,11,0,1,5,297,1,
75986,2,1,60,986,61,0,1,30,986,1,
4941,2,1,3,1191,5,0,1,1,2441,0,
93595,3,0,74,1095,75,0,1,37,1095,1,
29498,3,0,23,748,24,1,0,11,1998,1,
68537,2,1,54,1037,55,0,1,27,1037,1,
48442,3,0,38,942,39,0,1,19,942,1,
50136,2,1,40,136,41,0,1,20,136,1,
59562,3,0,47,812,48,1,0,23,2062,1,
12069,2,1,9,819,10,1,0,4,2069,1,
93101,2,1,74,601,75,0,1,37,601,1,
53432,3,0,42,932,43,0,1,21,932,1,
88145,2,1,70,645,71,0,1,35,645,1,
13938,3,0,11,188,12,1,0,5,1438,1,
72659,3,0,58,159,59,0,1,29,159,1,
84339,3,0,67,589,68,1,0,33,1839,1,
85070,2,1,68,70,68,1,0,34,70,0,
82459,2,1,65,1209,67,0,1,32,2459,0,
76383,3,0,61,133,62,1,0,30,1383,1,
8557,2,1,6,1057,7,0,1,3,1057,1,
79021,3,0,63,271,64,1,0,31,1521,1,
82704,3,0,66,204,67,0,1,33,204,1,
47070,3,0,37,820,38,1,0,18,2070,1,
83482,2,1,66,982,67,0,1,33,982,1,
33886,2,1,27,136,28,1,0,13,1386,1,
73567,2,1,58,1067,59,0,1,29,1067,1,
6428,2,1,5,178,6,1,0,2,1428,1,
64216,3,0,51,466,52,1,0,25,1716,1,
88248,2,1,70,748,71,0,1,35,748,1,
77268,2,1,61,1018,62,1,0,30,2268,1,
68418,2,1,54,918,55,0,1,27,918,1,
77861,2,1,62,361,63,0,1,31,361,1,
53166,3,0,42,666,43,0,1,21,666,1,
65155,2,1,52,155,53,0,1,26,155,1,
6953,2,1,5,703,6,1,0,2,1953,1,
16528,3,0,13,278,14,1,0,6,1528,1,
2372,2,1,1,1122,3,0,1,0,2372,0,
71458,3,0,57,208,58,1,0,28,1458,1,
11604,3,0,9,354,10,1,0,4,1604,1,
13578,2,1,10,1078,11,0,1,5,1078,1,
82925,3,0,66,425,67,0,1,33,425,1,
56140,2,1,44,1140,46,1,0,22,1140,0,
37049,3,0,29,799,30,1,0,14,2049,1,
69735,3,0,55,985,56,1,0,27,2235,1,
86177,3,0,68,1177,70,1,0,34,1177,0,
50633,2,1,40,633,41,0,1,20,633,1,
28903,2,1,23,153,24,1,0,11,1403,1,
96380,3,0,77,130,78,1,0,38,1380,1,
91044,2,1,72,1044,73,0,1,36,1044,1,
5294,3,0,4,294,5,0,1,2,294,1,
3780,3,0,3,30,3,0,1,1,1280,0,
35906,2,1,28,906,29,0,1,14,906,1,
14103,3,0,11,353,12,1,0,5,1603,1,
77792,2,1,62,292,63,0,1,31,292,1,
88147,2,1,70,647,71,0,1,35,647,1,
82829,2,1,66,329,67,0,1,33,329,1,
37221,3,0,29,971,30,1,0,14,2221,1,
23843,3,0,19,93,19,0,1,9,1343,0,
90071,2,1,72,71,72,1,0,36,71,0,
70008,2,1,56,8,56,1,0,28,8,0,
33046,2,1,26,546,27,0,1,13,546,1,
69243,3,0,55,493,56,1,0,27,1743,1,
87273,2,1,69,1023,70,1,0,34,2273,1,
13712,2,1,10,1212,12,1,0,5,1212,0,
46828,3,0,37,578,38,1,0,18,1828,1,
78288,3,0,62,788,63,0,1,31,788,1,
1399,3,0,1,149,2,1,0,0,1399,1,
8668,2,1,6,1168,8,1,0,3,1168,0,
39931,3,0,31,1181,33,0,1,15,2431,0,
28906,2,1,23,156,24,1,0,11,1406,1,
37810,2,1,30,310,31,0,1,15,310,1,
19116,2,1,15,366,16,1,0,7,1616,1,
66298,2,1,53,48,53,0,1,26,1298,0,
49110,2,1,39,360,40,1,0,19,1610,1,
24917,3,0,19,1167,21,0,1,9,2417,0,
38753,3,0,31,3,31,0,1,15,1253,0,
83217,2,1,66,717,67,0,1,33,717,1,
47934,2,1,38,434,39,0,1,19,434,1,
83997,3,0,67,247,68,1,0,33,1497,1,
53398,3,0,42,898,43,0,1,21,898,1,
51854,3,0,41,604,42,1,0,20,1854,1,
67880,2,1,54,380,55,0,1,27,380,1,
83037,3,0,66,537,67,0,1,33,537,1,
59649,2,1,47,899,48,1,0,23,2149,1,
62599,3,0,50,99,50,1,0,25,99,0,
9704,2,1,7,954,8,1,0,3,2204,1,
3778,2,1,3,28,3,0,1,1,1278,0,
79855,2,1,63,1105,65,0,1,31,2355,0,
76252,2,1,61,2,61,0,1,30,1252,0,
87499,3,0,69,1249,71,0,1,34,2499,0,
85955,2,1,68,955,69,0,1,34,955,1,
59379,3,0,47,629,48,1,0,23,1879,1,
29570,2,1,23,820,24,1,0,11,2070,1,
18380,2,1,14,880,15,0,1,7,880,1,
30065,3,0,24,65,24,1,0,12,65,0,
78384,2,1,62,884,63,0,1,31,884,1,
6758,2,1,5,508,6,1,0,2,1758,1,
32387,3,0,25,1137,27,0,1,12,2387,0,
78400,2,1,62,900,63,0,1,31,900,1,
88416,2,1,70,916,71,0,1,35,916,1,
92085,2,1,73,835,74,1,0,36,2085,1,
21443,3,0,17,193,18,1,0,8,1443,1,
92405,2,1,73,1155,75,0,1,36,2405,0,
46539,2,1,37,289,38,1,0,18,1539,1,
18456,2,1,14,956,15,0,1,7,956,1,
39382,3,0,31,632,32,1,0,15,1882,1,
49053,2,1,39,303,40,1,0,19,1553,1,
5008,3,0,4,8,4,1,0,2,8,0,
76524,3,0,61,274,62,1,0,30,1524,1,
92336,2,1,73,1086,74,1,0,36,2336,1,
72959,3,0,58,459,59,0,1,29,459,1,
35086,3,0,28,86,28,1,0,14,86,0,
64496,3,0,51,746,52,1,0,25,1996,1,
55452,2,1,44,452,45,0,1,22,452,1,
88280,2,1,70,780,71,0,1,35,780,1,
62859,2,1,50,359,51,0,1,25,359,1,
59285,3,0,47,535,48,1,0,23,1785,1,
11720,3,0,9,470,10,1,0,4,1720,1,
31401,3,0,25,151,26,1,0,12,1401,1,
77268,2,1,61,1018,62,1,0,30,2268,1,
18599,2,1,14,1099,15,0,1,7,1099,1,
41512,2,1,33,262,34,1,0,16,1512,1,
39621,3,0,31,871,32,1,0,15,2121,1,
12707,3,0,10,207,11,0,1,5,207,1,
67427,2,1,53,1177,55,0,1,26,2427,0,
36555,2,1,29,305,30,1,0,14,1555,1,
12853,3,0,10,353,11,0,1,5,353,1,
85071,2,1,68,71,68,1,0,34,71,0,
57680,2,1,46,180,47,0,1,23,180,1,
75210,2,1,60,210,61,0,1,30,210,1,
76024,2,1,60,1024,61,0,1,30,1024,1,
97652,3,0,78,152,79,0,1,39,152,1,
33374,2,1,26,874,27,0,1,13,874,1,
17374,2,1,13,1124,15,0,1,6,2374,0,
96196,3,0,76,1196,78,1,0,38,1196,0,
12725,3,0,10,225,11,0,1,5,225,1,
33058,2,1,26,558,27,0,1,13,558,1,
92719,3,0,74,219,75,0,1,37,219,1,
54704,3,0,43,954,44,1,0,21,2204,1,
92029,2,1,73,779,74,1,0,36,2029,1,
76766,3,0,61,516,62,1,0,30,1766,1,
84485,3,0,67,735,68,1,0,33,1985,1,
26438,2,1,21,188,22,1,0,10,1438,1,
96773,2,1,77,523,78,1,0,38,1773,1,
46894,2,1,37,644,38,1,0,18,1894,1,
37998,2,1,30,498,31,0,1,15,498,1,
61028,3,0,48,1028,49,0,1,24,1028,1,
15718,2,1,12,718,13,0,1,6,718,1,
83155,2,1,66,655,67,0,1,33,655,1,
18965,3,0,15,215,16,1,0,7,1465,1,
87049,2,1,69,799,70,1,0,34,2049,1,
56271,3,0,45,21,45,0,1,22,1271,0,
82563,2,1,66,63,66,1,0,33,63,0,
5311,3,0,4,311,5,0,1,2,311,1,
88365,3,0,70,865,71,0,1,35,865,1,
18750,2,1,15,0,15,0,1,7,1250,,
93227,2,1,74,727,75,0,1,37,727,1,
73691,2,1,58,1191,60,1,0,29,1191,0,
15163,3,0,12,163,13,0,1,6,163,1,
61167,2,1,48,1167,50,1,0,24,1167,0,
49125,2,1,39,375,40,1,0,19,1625,1,
21436,3,0,17,186,18,1,0,8,1436,1,
50785,3,0,40,785,41,0,1,20,785,1,
6240,2,1,4,1240,6,1,0,2,1240,0,
88488,2,1,70,988,71,0,1,35,988,1,
76626,3,0,61,376,62,1,0,30,1626,1,
92231,2,1,73,981,74,1,0,36,2231,1,
48309,3,0,38,809,39,0,1,19,809,1,
63926,2,1,51,176,52,1,0,25,1426,1,
63697,2,1,50,1197,52,1,0,25,1197,0,
53484,3,0,42,984,43,0,1,21,984,1,
96182,2,1,76,1182,78,1,0,38,1182,0,
6120,2,1,4,1120,6,1,0,2,1120,0,
80415,3,0,64,415,65,0,1,32,415,1,
9147,3,0,7,397,8,1,0,3,1647,1,
74844,2,1,59,1094,60,1,0,29,2344,1,
50493,2,1,40,493,41,0,1,20,493,1,
70516,3,0,56,516,57,0,1,28,516,1,
62638,2,1,50,138,51,0,1,25,138,1,
34728,3,0,27,978,28,1,0,13,2228,1,
33411,2,1,26,911,27,0,1,13,911,1,
33194,2,1,26,694,27,0,1,13,694,1,
60930,3,0,48,930,49,0,1,24,930,1,
58936,2,1,47,186,48,1,0,23,1436,1,
43437,3,0,34,937,35,0,1,17,937,1,
69289,3,0,55,539,56,1,0,27,1789,1,
58995,2,1,47,245,48,1,0,23,1495,1,
24983,2,1,19,1233,21,0,1,9,2483,0,
41830,3,0,33,580,34,1,0,16,1830,1,
72449,2,1,57,1199,59,0,1,28,2449,0,
41946,3,0,33,696,34,1,0,16,1946,1,
73594,2,1,58,1094,59,0,1,29,1094,1,
12595,3,0,10,95,10,1,0,5,95,0,
93162,2,1,74,662,75,0,1,37,662,1,
21286,3,0,17,36,17,0,1,8,1286,0,
73343,2,1,58,843,59,0,1,29,843,1,
8652,2,1,6,1152,8,1,0,3,1152,0,
21876,2,1,17,626,18,1,0,8,1876,1,
6187,2,1,4,1187,6,1,0,2,1187,0,
53047,2,1,42,547,43,0,1,21,547,1,
57657,2,1,46,157,47,0,1,23,157,1,
73018,3,0,58,518,59,0,1,29,518,1,
69845,2,1,55,1095,56,1,0,27,2345,1,
19733,2,1,15,983,16,1,0,7,2233,1,
58357,3,0,46,857,47,0,1,23,857,1,
18308,2,1,14,808,15,0,1,7,808,1,
36117,3,0,28,1117,30,1,0,14,1117,0,
78385,3,0,62,885,63,0,1,31,885,1,
14525,2,1,11,775,12,1,0,5,2025,1,
16253,2,1,13,3,13,0,1,6,1253,0,
68005,2,1,54,505,55,0,1,27,505,1,
48077,3,0,38,577,39,0,1,19,577,1,
87211,2,1,69,961,70,1,0,34,2211,1,
73663,2,1,58,1163,60,1,0,29,1163,0,
69095,3,0,55,345,56,1,0,27,1595,1,
23568,2,1,18,1068,19,0,1,9,1068,1,
22447,3,0,17,1197,19,0,1,8,2447,0,
90610,2,1,72,610,73,0,1,36,610,1,
23422,2,1,18,922,19,0,1,9,922,1,
10250,3,0,8,250,9,0,1,4,250,1,
33333,2,1,26,833,27,0,1,13,833,1,
89653,2,1,71,903,72,1,0,35,2153,1,
9158,3,0,7,408,8,1,0,3,1658,1,
52990,2,1,42,490,43,0,1,21,490,1,
66868,3,0,53,618,54,1,0,26,1868,1,
45937,3,0,36,937,37,0,1,18,937,1,
56393,2,1,45,143,46,1,0,22,1393,1,
76146,2,1,60,1146,62,1,0,30,1146,0,
62610,2,1,50,110,51,0,1,25,110,1,
18334,2,1,14,834,15,0,1,7,834,1,
26850,2,1,21,600,22,1,0,10,1850,1,
77870,3,0,62,370,63,0,1,31,370,1,
85308,3,0,68,308,69,0,1,34,308,1,
35762,2,1,28,762,29,0,1,14,762,1,
38606,3,0,30,1106,32,1,0,15,1106,0,
72950,3,0,58,450,59,0,1,29,450,1,
75930,2,1,60,930,61,0,1,30,930,1,
73537,2,1,58,1037,59,0,1,29,1037,1,
38550,3,0,30,1050,31,0,1,15,1050,1,
47137,3,0,37,887,38,1,0,18,2137,1,
43272,2,1,34,772,35,0,1,17,772,1,
61956,3,0,49,706,50,1,0,24,1956,1,
50878,3,0,40,878,41,0,1,20,878,1,
45920,3,0,36,920,37,0,1,18,920,1,
81148,2,1,64,1148,66,1,0,32,1148,0,
69088,3,0,55,338,56,1,0,27,1588,1,
73143,3,0,58,643,59,0,1,29,643,1,
55374,2,1,44,374,45,0,1,22,374,1,
44088,2,1,35,338,36,1,0,17,1588,1,
28375,3,0,22,875,23,0,1,11,875,1,
1491,3,0,1,241,2,1,0,0,1491,1,
90092,3,0,72,92,72,1,0,36,92,0,
80559,3,0,64,559,65,0,1,32,559,1,
26366,3,0,21,116,22,1,0,10,1366,1,
5852,3,0,4,852,5,0,1,2,852,1,
52001,3,0,41,751,42,1,0,20,2001,1,
8608,2,1,6,1108,8,1,0,3,1108,0,
10127,3,0,8,127,9,0,1,4,127,1,
9083,2,1,7,333,8,1,0,3,1583,1,
95065,3,0,76,65,76,1,0,38,65,0,
43970,3,0,35,220,36,1,0,17,1470,1,
18813,3,0,15,63,15,0,1,7,1313,0,
1594,2,1,1,344,2,1,0,0,1594,1,
36935,2,1,29,685,30,1,0,14,1935,1,
73683,2,1,58,1183,60,1,0,29,1183,0,
15018,3,0,12,18,12,1,0,6,18,0,
93525,2,1,74,1025,75,0,1,37,1025,1,
47660,2,1,38,160,39,0,1,19,160,1,
71734,3,0,57,484,58,1,0,28,1734,1,
53840,2,1,43,90,43,0,1,21,1340,0,
41299,3,0,33,49,33,0,1,16,1299,0,
83323,2,1,66,823,67,0,1,33,823,1,
50544,3,0,40,544,41,0,1,20,544,1,
30954,3,0,24,954,25,0,1,12,954,1,
27355,3,0,21,1105,23,0,1,10,2355,0,
69096,3,0,55,346,56,1,0,27,1596,1,
78094,3,0,62,594,63,0,1,31,594,1,
73340,2,1,58,840,59,0,1,29,840,1,
76729,3,0,61,479,62,1,0,30,1729,1,
78875,2,1,63,125,64,1,0,31,1375,1,
1420,2,1,1,170,2,1,0,0,1420,1,
38386,3,0,30,886,31,0,1,15,886,1,
36592,2,1,29,342,30,1,0,14,1592,1,
36708,2,1,29,458,30,1,0,14,1708,1,
14450,3,0,11,700,12,1,0,5,1950,1,
73832,2,1,59,82,59,0,1,29,1332,0,
57847,2,1,46,347,47,0,1,23,347,1,
63731,2,1,50,1231,52,1,0,25,1231,0,
59256,2,1,47,506,48,1,0,23,1756,1,
29999,3,0,23,1249,25,0,1,11,2499,0,
66714,3,0,53,464,54,1,0,26,1714,1,
83631,2,1,66,1131,68,1,0,33,1131,0,
89723,2,1,71,973,72,1,0,35,2223,1,
57999,2,1,46,499,47,0,1,23,499,1,
47920,2,1,38,420,39,0,1,19,420,1,
71520,3,0,57,270,58,1,0,28,1520,1,
32985,2,1,26,485,27,0,1,13,485,1,
30508,2,1,24,508,25,0,1,12,508,1,
4143,3,0,3,393,4,1,0,1,1643,1,
92203,2,1,73,953,74,1,0,36,2203,1,
94579,3,0,75,829,76,1,0,37,2079,1,
15476,3,0,12,476,13,0,1,6,476,1,
48966,2,1,39,216,40,1,0,19,1466,1,
17578,3,0,14,78,14,1,0,7,78,0,
11120,2,1,8,1120,10,1,0,4,1120,0,
383,3,0,0,383,1,0,1,0,383,1,
86847,2,1,69,597,70,1,0,34,1847,1,
40686,2,1,32,686,33,0,1,16,686,1,
57003,3,0,45,753,46,1,0,22,2003,1,
51985,3,0,41,735,42,1,0,20,1985,1,
62695,2,1,50,195,51,0,1,25,195,1,
37291,3,0,29,1041,30,1,0,14,2291,1,
2361,2,1,1,1111,3,0,1,0,2361,0,
46580,3,0,37,330,38,1,0,18,1580,1,
51029,3,0,40,1029,41,0,1,20,1029,1,
78529,2,1,62,1029,63,0,1,31,1029,1,
17217,2,1,13,967,14,1,0,6,2217,1,
31652,2,1,25,402,26,1,0,12,1652,1,
43057,2,1,34,557,35,0,1,17,557,1,
59438,3,0,47,688,48,1,0,23,1938,1,
49330,3,0,39,580,40,1,0,19,1830,1,
12370,3,0,9,1120,11,0,1,4,2370,0,
38998,2,1,31,248,32,1,0,15,1498,1,
93125,2,1,74,625,75,0,1,37,625,1,
320,3,0,0,320,1,0,1,0,320,1,
81054,2,1,64,1054,65,0,1,32,1054,1,
54493,3,0,43,743,44,1,0,21,1993,1,
72568,2,1,58,68,58,1,0,29,68,0,
46766,3,0,37,516,38,1,0,18,1766,1,
35450,2,1,28,450,29,0,1,14,450,1,
87830,3,0,70,330,71,0,1,35,330,1,
12302,2,1,9,1052,10,1,0,4,2302,1,
17077,2,1,13,827,14,1,0,6,2077,1,
26602,3,0,21,352,22,1,0,10,1602,1,
75818,2,1,60,818,61,0,1,30,818,1,
83911,3,0,67,161,68,1,0,33,1411,1,
41744,2,1,33,494,34,1,0,16,1744,1,
65890,3,0,52,890,53,0,1,26,890,1,
53405,3,0,42,905,43,0,1,21,905,1,
40407,2,1,32,407,33,0,1,16,407,1,
97455,3,0,77,1205,79,0,1,38,2455,0,
69310,3,0,55,560,56,1,0,27,1810,1,
53347,3,0,42,847,43,0,1,21,847,1,
33098,2,1,26,598,27,0,1,13,598,1,
39804,3,0,31,1054,32,1,0,15,2304,1,
28140,2,1,22,640,23,0,1,11,640,1,
61748,3,0,49,498,50,1,0,24,1748,1,
80524,3,0,64,524,65,0,1,32,524,1,
2285,2,1,1,1035,2,1,0,0,2285,1,
3780,2,1,3,30,3,0,1,1,1280,0,
63005,3,0,50,505,51,0,1,25,505,1,
55255,2,1,44,255,45,0,1,22,255,1,
94696,2,1,75,946,76,1,0,37,2196,1,
81430,3,0,65,180,66,1,0,32,1430,1,
64925,2,1,51,1175,53,0,1,25,2425,0,
1091,2,1,0,1091,1,0,1,0,1091,1,
23835,2,1,19,85,19,0,1,9,1335,0,
20059,3,0,16,59,16,1,0,8,59,0,
71449,3,0,57,199,58,1,0,28,1449,1,
15093,3,0,12,93,12,1,0,6,93,0,
32014,2,1,25,764,26,1,0,12,2014,1,
77878,3,0,62,378,63,0,1,31,378,1,
53534,3,0,42,1034,43,0,1,21,1034,1,
71074,2,1,56,1074,57,0,1,28,1074,1,
79718,2,1,63,968,64,1,0,31,2218,1,
66444,2,1,53,194,54,1,0,26,1444,1,
65404,3,0,52,404,53,0,1,26,404,1,
98081,2,1,78,581,79,0,1,39,581,1,
8981,2,1,7,231,8,1,0,3,1481,1,
39295,2,1,31,545,32,1,0,15,1795,1,
62694,2,1,50,194,51,0,1,25,194,1,
28698,2,1,22,1198,24,1,0,11,1198,0,
83176,2,1,66,676,67,0,1,33,676,1,
96952,2,1,77,702,78,1,0,38,1952,1,
70256,3,0,56,256,57,0,1,28,256,1,
44124,2,1,35,374,36,1,0,17,1624,1,
4818,2,1,3,1068,4,1,0,1,2318,1,
66326,2,1,53,76,53,0,1,26,1326,0,
22610,3,0,18,110,19,0,1,9,110,1,
67694,2,1,54,194,55,0,1,27,194,1,
16122,2,1,12,1122,14,1,0,6,1122,0,
57775,2,1,46,275,47,0,1,23,275,1,
47256,3,0,37,1006,38,1,0,18,2256,1,
71498,3,0,57,248,58,1,0,28,1498,1,
41648,2,1,33,398,34,1,0,16,1648,1,
54060,2,1,43,310,44,1,0,21,1560,1,
88254,2,1,70,754,71,0,1,35,754,1,
54151,2,1,43,401,44,1,0,21,1651,1,
29260,2,1,23,510,24,1,0,11,1760,1,
57973,2,1,46,473,47,0,1,23,473,1,
31177,3,0,24,1177,26,1,0,12,1177,0,
46698,2,1,37,448,38,1,0,18,1698,1,
42086,3,0,33,836,34,1,0,16,2086,1,
78401,2,1,62,901,63,0,1,31,901,1,
83785,3,0,67,35,67,0,1,33,1285,0,
2490,2,1,1,1240,3,0,1,0,2490,0,
92602,3,0,74,102,75,0,1,37,102,1,
60906,3,0,48,906,49,0,1,24,906,1,
24316,3,0,19,566,20,1,0,9,1816,1,
39286,2,1,31,536,32,1,0,15,1786,1,
87557,2,1,70,57,70,1,0,35,57,0,
80809,2,1,64,809,65,0,1,32,809,1,
62696,2,1,50,196,51,0,1,25,196,1,
16081,2,1,12,1081,13,0,1,6,1081,1,
83920,3,0,67,170,68,1,0,33,1420,1,
14517,2,1,11,767,12,1,0,5,2017,1,
70712,3,0,56,712,57,0,1,28,712,1,
21562,2,1,17,312,18,1,0,8,1562,1,
38555,3,0,30,1055,31,0,1,15,1055,1,
17110,2,1,13,860,14,1,0,6,2110,1,
17218,2,1,13,968,14,1,0,6,2218,1,
76151,2,1,60,1151,62,1,0,30,1151,0,
19710,2,1,15,960,16,1,0,7,2210,1,
58470,3,0,46,970,47,0,1,23,970,1,
